,newlyConst,balcony,hasKitchen,cellar,baseRent,livingSpace,lift,noRooms,garden,heating,neighbourhoods
10486,False,False,False,True,574.03,70.0,False,2.0,False,normal,Reinickendorf
10493,True,True,True,False,755.9,60.96,True,2.0,False,normal,Treptow
10557,False,False,False,False,2431.34,143.02,True,4.0,False,normal,Friedrichshain
10573,False,True,True,False,1050.0,63.82,False,2.0,False,normal,Zehlendorf
10642,False,True,False,True,1530.0,122.27,False,4.0,False,normal,Reinickendorf
10644,True,True,True,True,1550.0,85.0,True,2.0,False,normal,Charlottenburg
10676,False,True,True,True,720.63,57.65,True,2.0,False,normal,Köpenick
10690,False,True,False,True,454.19,54.07,True,1.5,False,normal,Spandau
10720,False,False,False,False,479.0,40.95,False,1.0,False,normal,Tiergarten
10724,False,False,True,False,770.0,69.0,False,2.0,False,normal,Wedding
10732,False,False,True,False,890.0,55.0,False,2.0,False,normal,Tiergarten
10738,False,False,True,True,789.0,74.2,False,3.0,False,normal,Weißensee
10744,False,True,False,False,520.5,69.4,True,3.0,False,normal,Hellersdorf
10746,True,True,False,True,717.72,70.37,True,3.0,False,normal,Hellersdorf
10753,False,False,True,True,486.88,36.28,True,1.0,False,normal,Köpenick
10773,False,True,True,True,674.88,51.52,True,2.0,False,normal,Reinickendorf
10799,False,False,False,False,722.0,83.0,False,2.0,False,normal,Köpenick
10803,False,True,True,True,2630.0,228.7,False,7.0,False,normal,Zehlendorf
10807,False,False,False,False,316.87,39.0,True,1.0,False,normal,Charlottenburg
10811,True,True,True,True,1449.0,65.83,True,3.0,True,normal,Mitte
10830,False,True,False,True,564.27,53.74,False,2.0,False,normal,Weißensee
10891,False,True,True,True,549.0,42.0,True,1.0,True,normal,Tiergarten
10922,False,True,False,True,642.3,42.82,False,1.0,False,normal,Friedrichshain
10968,False,True,False,False,646.0,63.03,False,2.0,False,normal,Treptow
10977,True,True,True,True,1071.15,57.9,True,2.0,False,normal,Tiergarten
10988,False,True,True,False,763.28,40.6,True,1.0,False,normal,Treptow
10989,True,True,True,True,476.0,19.02,True,1.0,False,normal,Neukölln
10996,False,True,False,False,887.6,63.4,False,2.0,True,normal,Friedrichshain
11004,False,True,True,True,1288.0,56.0,True,2.0,False,normal,Charlottenburg
11051,False,True,True,True,975.0,52.0,False,2.0,False,normal,Wedding
11062,True,True,False,False,629.36,61.72,False,2.0,False,normal,Treptow
11065,False,True,True,True,530.0,44.0,False,2.0,False,normal,Weißensee
11075,False,True,True,True,1202.17,75.0,False,3.0,True,normal,Lichtenberg
11157,False,False,False,True,468.94,60.12,False,2.0,False,normal,Spandau
11167,False,True,False,False,366.29,58.74,True,2.0,False,low,Spandau
11261,False,True,True,True,847.5,56.5,False,2.0,True,normal,Steglitz
11334,True,True,True,True,1765.6,88.28,True,3.0,False,normal,Wilmersdorf
11336,False,False,False,False,1375.0,80.0,False,2.0,False,normal,Tiergarten
11346,False,True,True,False,1068.0,68.04,True,3.0,False,normal,Kreuzberg
11357,False,True,True,True,555.48,30.86,True,1.0,False,normal,Treptow
11377,False,True,False,False,2100.0,143.45,False,5.0,False,normal,Wilmersdorf
11388,False,True,False,False,386.0,32.86,False,1.0,False,normal,Neukölln
11467,False,True,False,False,396.48,70.05,True,3.0,False,normal,Hohenschönhausen_Hohenschönhausen
11558,False,True,False,False,768.0,73.22,False,3.0,False,normal,Köpenick
11573,False,True,True,True,1500.0,40.0,True,2.0,False,normal,Charlottenburg
11574,False,True,False,True,765.93,69.63,False,2.0,True,normal,Köpenick
11579,True,True,True,False,847.0,30.0,False,1.0,False,normal,Tempelhof
11584,False,True,False,True,1250.0,92.02,True,3.0,True,normal,Friedrichshain
11635,False,False,True,False,569.0,51.3,False,2.0,False,normal,Wedding
11639,True,True,True,True,1178.0,79.0,False,3.0,False,normal,Tiergarten
11668,False,True,True,True,812.0,56.0,True,2.0,False,normal,Schöneberg
11780,False,False,True,False,700.0,15.0,False,1.0,False,normal,Mitte
11787,False,False,True,True,888.9,59.26,True,2.0,False,normal,Friedrichshain
11812,False,True,True,True,2901.0,96.69,True,4.0,True,normal,Berg_Prenzlauer_Berg
11815,False,True,True,False,1620.0,65.0,False,2.0,False,normal,Kreuzberg
11834,False,True,True,True,1160.0,64.55,True,2.0,True,normal,Wilmersdorf
11866,False,True,False,False,1715.0,122.52,False,4.0,False,normal,Friedrichshain
11908,False,True,True,True,790.0,59.41,False,2.0,True,normal,Treptow
11929,False,False,False,True,353.69,29.88,False,1.0,False,normal,Spandau
11951,False,True,False,False,1450.0,80.0,False,3.0,False,normal,Kreuzberg
11992,False,False,True,True,807.12,78.59,False,3.0,True,normal,Köpenick
11999,False,True,True,True,2938.35,228.31,True,5.0,False,normal,Charlottenburg
12017,True,True,False,False,541.93,46.0,False,2.0,False,normal,Lichtenberg
12018,False,True,False,True,820.0,96.0,False,3.0,True,normal,Treptow
12022,True,True,False,False,1351.5,112.63,True,4.0,False,normal,Spandau
12024,False,False,True,False,430.0,50.0,False,2.0,False,normal,Reinickendorf
12061,False,False,True,False,481.0,33.0,False,1.0,False,normal,Steglitz
12081,True,True,False,False,1963.16,115.58,False,4.0,False,normal,Mitte
12086,False,False,True,False,1360.0,80.0,False,3.0,False,normal,Charlottenburg
12103,False,True,True,True,507.0,39.0,False,1.5,True,normal,Köpenick
12122,False,True,True,False,1215.62,63.98,True,2.0,False,normal,Friedrichshain
12137,False,True,False,False,302.02,38.82,False,1.0,False,normal,Hohenschönhausen_Hohenschönhausen
12139,False,True,True,True,910.0,70.0,False,2.0,False,normal,Treptow
12183,True,True,True,True,1400.0,92.0,True,3.0,True,normal,Friedrichshain
12191,False,True,True,True,1425.0,125.0,False,3.0,False,normal,Charlottenburg
12221,False,True,True,True,1485.36,119.21,False,4.0,False,normal,Reinickendorf
12223,False,True,True,True,999.0,65.0,True,2.0,True,normal,Köpenick
12264,False,True,False,False,1069.0,76.36,False,3.0,False,normal,Neukölln
12266,False,False,False,True,600.0,60.1,False,2.0,False,normal,Köpenick
12321,False,True,True,False,579.0,60.0,False,2.0,False,normal,Köpenick
12339,True,True,True,True,1750.0,70.0,True,2.5,True,normal,Tiergarten
12388,False,True,True,True,1100.0,95.0,False,3.0,True,normal,Wilmersdorf
12390,False,False,False,False,600.0,50.0,False,2.0,False,normal,Wilmersdorf
12406,False,True,True,True,729.0,85.79,False,3.0,False,normal,Tempelhof
12429,False,True,True,True,2990.0,120.0,True,3.0,True,normal,Tiergarten
12430,False,True,False,False,942.92,79.0,False,3.0,False,normal,Hohenschönhausen_Hohenschönhausen
12460,False,False,False,True,660.0,55.0,False,1.0,False,normal,Weißensee
12516,False,True,True,True,2340.0,180.0,False,4.0,False,normal,Zehlendorf
12554,False,False,True,False,1450.0,64.0,True,2.0,False,normal,Charlottenburg
12622,False,True,True,True,1800.0,120.0,True,4.0,False,normal,Reinickendorf
12670,False,True,True,True,525.72,29.36,True,1.0,False,normal,Köpenick
12723,True,True,True,True,2700.0,153.0,True,2.5,False,normal,Kreuzberg
12749,True,True,True,False,1562.0,97.62,True,3.0,False,normal,Kreuzberg
12768,False,True,True,True,2568.0,214.0,True,5.0,False,normal,Wilmersdorf
12771,False,True,True,True,1200.0,68.0,False,2.0,True,normal,Wilmersdorf
12789,False,False,False,False,499.77,38.6,False,2.0,False,normal,Pankow
12813,False,False,True,False,1287.5,103.0,False,2.0,False,normal,Reinickendorf
12833,False,True,False,True,1590.0,118.0,True,4.0,False,normal,Berg_Prenzlauer_Berg
12834,False,True,True,True,1500.0,132.88,True,3.0,False,normal,Berg_Prenzlauer_Berg
12860,False,True,True,False,2832.0,177.0,True,4.0,False,normal,Tiergarten
12934,False,True,True,True,1420.0,90.0,True,3.0,False,normal,Steglitz
12960,False,True,True,True,993.82,58.46,True,2.0,False,normal,Treptow
13009,False,True,True,True,665.0,71.76,True,2.0,False,normal,Reinickendorf
13013,False,False,False,True,695.0,72.0,False,2.0,False,normal,Treptow
13036,False,False,True,True,515.0,54.77,False,2.0,False,normal,Weißensee
13151,False,True,True,True,1469.0,77.0,True,2.0,False,normal,Charlottenburg
13185,False,True,False,False,707.6,74.48,False,2.0,False,normal,Berg_Prenzlauer_Berg
13207,False,True,True,False,841.8,36.6,False,1.0,False,normal,Friedrichshain
13220,False,True,True,False,680.0,14.0,False,1.0,False,normal,Tiergarten
13221,False,True,False,False,1298.0,118.0,False,4.0,False,normal,Tiergarten
13229,False,True,True,True,816.0,68.0,False,2.0,True,normal,Köpenick
13246,False,True,False,False,465.23,66.39,True,3.0,False,normal,Hellersdorf
13324,False,False,True,False,1644.0,72.64,False,2.0,True,normal,Friedrichshain
13336,True,True,True,False,1470.03,77.37,True,3.0,False,normal,Friedrichshain
13406,False,True,True,True,2100.0,114.0,True,3.0,False,normal,Charlottenburg
13435,False,True,False,False,773.49,85.44,True,4.0,False,normal,Marzahn
13442,False,False,False,False,1514.0,94.65,True,3.0,False,normal,Tiergarten
13477,False,True,False,False,780.0,57.75,False,2.0,False,normal,Tiergarten
13544,False,True,False,False,663.0,70.29,False,2.0,False,normal,Treptow
13566,False,True,False,True,749.0,74.49,False,3.0,False,normal,Weißensee
13580,False,True,True,False,710.0,61.0,True,2.0,True,normal,Spandau
13632,False,True,True,False,1333.0,98.45,False,3.0,False,normal,Berg_Prenzlauer_Berg
13640,False,True,False,True,571.27,67.72,True,3.0,False,normal,Neukölln
13659,False,False,True,False,320.0,28.0,False,1.0,False,normal,Spandau
13678,False,True,False,True,721.66,56.16,True,2.0,False,normal,Kreuzberg
13685,False,True,True,False,2902.46,131.93,False,5.0,False,normal,Mitte
13696,False,False,False,False,564.83,50.58,False,2.0,False,normal,Reinickendorf
13701,False,True,True,False,650.0,41.21,False,1.0,False,normal,Reinickendorf
13707,False,False,True,False,399.0,41.0,False,1.0,False,normal,Köpenick
13740,False,False,True,False,1045.66,74.53,True,2.0,False,normal,Zehlendorf
13754,True,True,True,False,830.0,33.65,False,2.0,False,normal,Weißensee
13768,False,False,True,False,703.94,55.74,False,2.5,False,normal,Reinickendorf
13797,False,False,True,True,644.0,53.6,True,2.0,False,normal,Köpenick
13844,False,True,True,True,1690.0,95.0,True,3.0,False,normal,Friedrichshain
13866,False,False,False,False,1380.0,92.36,False,3.0,False,normal,Mitte
13897,False,True,False,False,334.0,37.28,True,1.0,False,normal,Marzahn
13969,False,True,True,True,1123.54,80.83,True,3.0,False,normal,Wilmersdorf
13972,False,True,False,True,1099.0,82.67,False,3.0,False,normal,Reinickendorf
14060,False,True,False,False,486.27,77.98,True,3.0,False,low,Spandau
14069,False,True,False,False,596.0,62.81,False,2.0,False,normal,Lichtenberg
14101,False,False,True,False,1500.0,54.0,True,2.0,False,normal,Mitte
14113,False,True,True,True,2296.0,164.0,True,4.0,False,normal,Tiergarten
14160,False,True,True,False,613.47,47.19,True,2.0,False,normal,Charlottenburg
14173,True,False,False,True,954.0,60.0,True,2.0,False,normal,Zehlendorf
14178,False,True,True,True,1075.95,71.73,True,2.0,False,normal,Neukölln
14257,False,True,False,True,595.93,71.56,True,2.0,False,normal,Spandau
14283,False,True,True,False,530.0,23.37,True,1.0,False,normal,Schöneberg
14428,False,True,True,True,1908.0,95.39,True,3.0,False,normal,Charlottenburg
14478,False,True,False,False,899.0,81.91,False,3.0,False,normal,Reinickendorf
14482,False,True,True,False,1733.93,148.53,False,4.0,True,normal,Zehlendorf
14492,False,True,True,True,1615.95,107.73,True,4.0,False,normal,Schöneberg
14514,False,True,True,True,1107.0,65.12,True,2.0,True,normal,Tiergarten
14518,False,True,False,False,443.8,42.2,False,1.0,False,high,Steglitz
14569,True,True,True,False,2600.0,121.31,True,4.0,False,normal,Mitte
14591,False,True,True,True,4835.0,310.0,True,5.0,False,normal,Mitte
14620,False,False,True,False,1350.0,80.5,False,3.0,False,normal,Neukölln
14622,False,True,False,True,1490.0,155.0,False,5.0,False,normal,Steglitz
14647,True,True,True,True,1900.0,92.0,True,3.0,False,normal,Tiergarten
14758,False,True,True,True,1420.0,100.0,False,3.0,False,normal,Berg_Prenzlauer_Berg
14768,False,True,True,True,790.25,63.22,True,2.0,False,normal,Köpenick
14798,False,False,False,False,843.0,90.19,False,2.0,False,normal,Tiergarten
14812,False,True,False,True,559.0,47.54,True,2.0,False,normal,Hohenschönhausen_Hohenschönhausen
14832,True,True,True,True,2149.92,119.44,True,3.0,True,normal,Tiergarten
14844,False,True,True,False,1600.0,70.0,True,2.0,False,normal,Berg_Prenzlauer_Berg
14920,False,True,True,False,990.0,84.0,True,4.0,True,normal,Schöneberg
14956,False,True,False,True,1292.2,100.0,True,4.0,True,normal,Charlottenburg
14977,False,False,True,False,733.36,45.0,False,1.0,False,normal,Tiergarten
14983,False,False,True,False,1587.0,105.8,False,3.0,False,normal,Charlottenburg
15009,False,True,True,True,1190.0,67.03,True,2.0,False,normal,Wilmersdorf
15058,True,True,True,True,1979.64,67.14,True,2.0,True,normal,Steglitz
15083,False,True,False,False,557.66,66.07,False,2.0,False,normal,Spandau
15107,False,False,False,False,999.0,92.7,False,3.0,False,normal,Tiergarten
15124,False,True,False,True,1989.78,216.28,False,5.0,False,normal,Pankow
15169,False,False,True,True,450.0,35.0,False,1.0,False,normal,Reinickendorf
15183,False,False,False,False,449.0,64.0,False,2.0,False,normal,Spandau
15265,False,True,False,True,542.4,62.01,False,3.0,False,normal,Tempelhof
15268,False,True,True,True,1589.0,158.83,True,4.0,False,normal,Köpenick
15270,True,True,True,True,780.0,28.11,True,1.0,False,normal,Charlottenburg
15360,False,True,True,True,632.0,47.0,True,2.0,True,normal,Lichtenberg
15363,True,False,False,False,861.0,26.0,False,1.0,False,normal,Tempelhof
15377,False,True,True,False,1200.0,63.0,True,2.0,True,normal,Berg_Prenzlauer_Berg
15436,False,True,False,True,1465.0,112.0,True,3.0,True,normal,Köpenick
15443,True,True,True,False,1284.36,61.16,True,2.0,False,normal,Friedrichshain
15455,False,False,True,False,1300.0,84.49,True,3.0,False,normal,Kreuzberg
15507,False,True,True,False,1548.2,77.41,True,3.0,False,normal,Friedrichshain
15552,False,True,False,False,699.0,58.0,True,1.0,False,normal,Schöneberg
15582,False,True,False,False,754.55,59.46,True,2.0,False,normal,Kreuzberg
15596,False,True,False,False,760.0,88.2,True,3.0,False,normal,Tempelhof
15598,False,True,True,False,415.14,47.17,False,1.5,False,normal,Weißensee
15600,False,True,False,False,2000.0,191.9,False,5.0,False,normal,Köpenick
15603,False,True,True,False,521.16,72.89,True,3.0,False,normal,Pankow
15615,False,True,False,False,506.34,46.97,False,1.0,False,normal,Köpenick
15638,False,False,True,False,575.0,35.0,False,1.0,False,normal,Charlottenburg
15646,False,True,False,True,485.0,63.95,False,2.0,True,normal,Steglitz
15672,False,False,False,True,598.54,63.37,False,3.0,False,normal,Hohenschönhausen_Hohenschönhausen
15704,False,True,True,True,1330.0,100.0,True,3.0,True,normal,Köpenick
15715,False,True,True,True,530.0,63.0,True,2.0,False,normal,Köpenick
15717,False,True,True,True,2050.0,148.0,False,4.0,False,normal,Charlottenburg
15790,True,True,False,False,1211.7,115.4,True,4.0,False,normal,Spandau
15796,False,True,True,True,1393.66,81.98,False,2.0,True,high,Zehlendorf
15803,True,True,True,True,2350.0,119.0,True,3.0,False,normal,Zehlendorf
15827,False,True,False,True,949.0,91.11,True,4.0,False,normal,Lichtenberg
15848,False,True,False,False,1030.0,105.0,False,3.0,False,high,Reinickendorf
15849,True,True,True,False,1593.93,81.95,True,3.0,True,normal,Tiergarten
15866,False,False,False,True,491.89,54.88,True,2.0,False,normal,Lichtenberg
15896,False,True,False,False,1301.3,131.0,False,4.0,False,normal,Wilmersdorf
15925,False,False,False,False,1087.0,95.0,False,4.5,False,normal,Tiergarten
15938,False,False,False,False,525.0,43.48,True,1.0,False,normal,Charlottenburg
15949,False,True,True,True,2533.96,230.36,True,6.0,False,normal,Wilmersdorf
15992,True,False,True,False,828.61,30.98,True,1.0,True,normal,Mitte
16037,False,True,False,True,860.0,65.0,False,2.0,False,normal,Berg_Prenzlauer_Berg
16040,True,False,True,True,429.0,19.5,True,1.0,False,normal,Wedding
16087,False,True,False,True,900.0,47.0,True,2.0,False,normal,Kreuzberg
16091,False,True,True,True,1434.6,193.87,False,4.5,True,normal,Reinickendorf
16121,False,False,True,False,1910.0,110.13,False,5.0,False,normal,Friedrichshain
16134,False,True,False,False,1866.26,109.78,True,4.0,False,normal,Mitte
16147,False,True,True,True,1050.19,79.56,True,2.0,True,normal,Köpenick
16160,False,False,True,False,1190.0,78.0,False,2.0,False,normal,Neukölln
16187,True,True,False,False,805.0,48.7,True,1.5,False,normal,Friedrichshain
16255,False,False,True,False,470.38,32.44,False,1.0,False,normal,Zehlendorf
16272,False,True,True,False,2644.6,93.78,True,2.0,False,normal,Zehlendorf
16316,False,False,False,False,1800.0,123.4,False,3.0,False,normal,Friedrichshain
16370,False,True,True,False,396.9,39.77,False,1.5,False,normal,Steglitz
16375,False,True,False,False,1864.63,106.55,True,3.0,False,normal,Mitte
16376,False,True,False,True,439.0,35.69,True,1.0,False,normal,Hellersdorf
16377,False,True,True,False,1099.0,56.76,True,2.0,False,normal,Berg_Prenzlauer_Berg
16383,False,True,True,True,540.0,60.18,True,2.0,True,normal,Lichtenberg
16425,False,False,False,True,613.61,54.5,False,2.0,False,normal,Buchholz_Pankow
16437,False,False,False,False,1148.96,71.81,False,3.0,False,normal,Pankow
16550,False,False,True,False,2646.13,139.27,True,3.0,False,normal,Tiergarten
16572,False,False,True,True,585.0,54.0,False,2.0,False,normal,Spandau
16585,False,True,True,False,1635.4,96.2,True,3.0,True,normal,Mitte
16657,True,True,False,False,1866.26,110.0,False,4.0,False,normal,Mitte
16710,False,True,True,True,1800.0,84.0,True,3.0,False,normal,Wilmersdorf
16738,False,True,True,False,950.0,44.0,False,2.0,True,normal,Mitte
16766,False,True,False,True,574.53,52.23,False,2.0,False,normal,Weißensee
16789,False,False,True,True,630.0,30.0,True,1.0,False,normal,Charlottenburg
16904,False,False,False,False,312.74,47.15,True,1.0,False,normal,Marzahn
16935,False,True,True,True,2512.77,147.81,True,4.0,False,normal,Berg_Prenzlauer_Berg
16939,False,True,True,True,635.85,65.96,False,2.0,False,normal,Neukölln
16989,False,False,False,False,1107.0,88.58,False,2.0,False,normal,Wedding
16998,False,True,True,True,1347.0,88.4,True,3.0,False,normal,Charlottenburg
17023,True,True,True,False,804.54,73.14,True,2.0,False,normal,Köpenick
17030,False,True,True,False,1708.0,157.0,False,4.0,True,normal,Steglitz
17047,False,True,True,False,1317.07,103.3,False,3.0,False,normal,Friedrichshain
